transaction_id,customer_id,product_id,amount,payment_method,status,transaction_date
TXN01403,CUST1322,PROD061,3675.87,Credit Card,Success,2026-04-28
TXN01404,CUST0908,PROD092,14620.41,Wallet,Success,2026-05-25
TXN01405,CUST1960,PROD004,6651.29,Credit Card,Failed,2026-02-14
TXN01406,CUST1957,PROD073,18210.9,Net Banking,Success,2026-02-24
TXN01407,CUST1957,PROD013,14709.54,Debit Card,Failed,2026-07-24
TXN01408,CUST0155,PROD082,6203.33,Wallet,Success,2026-05-22
TXN01409,CUST0485,PROD022,6637.03,Credit Card,Failed,2026-04-04
TXN01410,CUST1753,PROD070,4223.09,Debit Card,Success,2026-05-23
TXN01411,CUST0856,PROD016,9884.24,Net Banking,Success,2026-06-15
TXN01412,CUST0449,PROD021,16203.19,Credit Card,Success,2026-03-16
TXN01413,CUST1170,PROD043,5368.55,Wallet,Success,2026-03-06
TXN01414,CUST1252,PROD092,14555.59,Net Banking,Failed,2026-02-16
TXN01415,CUST1690,PROD075,8888.16,Wallet,Success,2026-02-17
TXN01416,CUST0902,PROD009,3409.37,Credit Card,Failed,2026-03-26
TXN01417,CUST0960,PROD098,10634.6,UPI,Success,2026-05-08
TXN01418,CUST1005,PROD091,17928.58,Credit Card,Failed,2026-03-25
TXN01419,CUST1949,PROD072,18926.92,Credit Card,Success,2026-05-13
TXN01420,CUST0306,PROD004,16283.95,UPI,Success,2026-07-12
TXN01421,CUST1625,PROD047,8063.21,UPI,Failed,2026-07-22
TXN01422,CUST0386,PROD023,945.61,Debit Card,Failed,2026-01-12
TXN01423,CUST1002,PROD078,16254.49,Net Banking,Failed,2026-06-25
TXN01424,CUST1032,PROD065,17299.74,Debit Card,Success,2026-04-23
TXN01425,CUST1420,PROD095,14496.48,Debit Card,Failed,2026-08-13
TXN01426,CUST0732,PROD024,4888.56,Net Banking,Success,2026-05-17
TXN01427,CUST1636,PROD097,15848.65,UPI,Success,2026-07-28
TXN01428,CUST0036,PROD036,19564.2,Net Banking,Success,2026-03-02
TXN01429,CUST1669,PROD074,17132.68,Debit Card,Success,2026-05-27
TXN01430,CUST0943,PROD009,7068.37,Credit Card,Success,2026-08-12
TXN01431,CUST1786,PROD094,11496.22,UPI,Success,2026-08-11
TXN01432,CUST1596,PROD020,12929.65,Wallet,Success,2026-02-12
TXN01433,CUST1360,PROD004,2031.01,Net Banking,Success,2026-02-20
TXN01434,CUST1339,PROD095,10325.34,Wallet,Success,2026-01-15
TXN01435,CUST1868,PROD001,11615.67,UPI,Success,2026-05-01
TXN01436,CUST1407,PROD076,10097.33,UPI,Success,2026-06-05
TXN01437,CUST0815,PROD007,12739.16,Credit Card,Success,2026-07-07
TXN01438,CUST0425,PROD021,2537.97,Net Banking,Success,2026-06-25
TXN01439,CUST0956,PROD097,13271.62,UPI,Failed,2026-01-14
TXN01440,CUST1580,PROD096,13534.07,UPI,Success,2026-01-30
TXN01441,CUST0825,PROD014,2764.15,UPI,Success,2026-02-16
TXN01442,CUST1265,PROD093,831.96,Debit Card,Failed,2026-02-04
TXN01443,CUST1557,PROD057,18661.57,Wallet,Success,2026-02-20
TXN01444,CUST0076,PROD038,11523.3,Net Banking,Success,2026-04-21
TXN01445,CUST0427,PROD069,465.5,Net Banking,Success,2026-02-15
TXN01446,CUST1591,PROD067,2251.87,Debit Card,Success,2026-07-15
TXN01447,CUST0206,PROD012,5832.12,Wallet,Success,2026-07-22
TXN01448,CUST1281,PROD068,2984.1,UPI,Failed,2026-03-28
TXN01449,CUST1362,PROD042,19643.28,Wallet,Success,2026-02-08
TXN01450,CUST0770,PROD017,538.87,Wallet,Success,2026-07-30
TXN01451,CUST1435,PROD047,19892.43,Net Banking,Success,2026-03-31
TXN01452,CUST1660,PROD095,14772.47,Credit Card,Failed,2026-01-01
TXN01453,CUST1222,PROD045,2738.43,Wallet,Success,2026-06-27
TXN01454,CUST1687,PROD003,15571.99,Net Banking,Success,2026-02-28
TXN01455,CUST0291,PROD036,3976.98,Wallet,Success,2026-04-02
TXN01456,CUST1106,PROD047,7869.9,Credit Card,Success,2026-07-15
TXN01457,CUST1734,PROD004,5335.27,Credit Card,Success,2026-01-20
TXN01458,CUST0289,PROD062,18617.67,UPI,Success,2026-04-19
TXN01459,CUST1258,PROD021,9690.35,Net Banking,Success,2026-05-23
TXN01460,CUST0124,PROD022,12061.52,Net Banking,Success,2026-01-16
TXN01461,CUST0884,PROD055,17266.89,Net Banking,Success,2026-01-06
TXN01462,CUST0267,PROD017,17228.22,UPI,Success,2026-05-16
TXN01463,CUST0655,PROD034,19067.71,UPI,Success,2026-02-10
TXN01464,CUST1437,PROD091,17355.8,Credit Card,Success,2026-01-09
TXN01465,CUST0256,PROD003,12399.52,Net Banking,Failed,2026-04-14
TXN01466,CUST1873,PROD099,12868.81,Net Banking,Success,2026-04-05
TXN01467,CUST1276,PROD009,7543.58,Debit Card,Success,2026-06-01
TXN01468,CUST0584,PROD055,16901.41,Debit Card,Success,2026-03-05
TXN01469,CUST1724,PROD014,2909.81,Debit Card,Success,2026-07-27
TXN01470,CUST0890,PROD001,2389.09,UPI,Success,2026-05-23
TXN01471,CUST1633,PROD066,2628.21,UPI,Success,2026-02-23
TXN01472,CUST1135,PROD030,2187.47,Debit Card,Success,2026-04-13
TXN01473,CUST1002,PROD021,8591.34,Wallet,Success,2026-01-11
TXN01474,CUST1059,PROD013,16284.26,Debit Card,Success,2026-06-21
TXN01475,CUST0220,PROD019,11936.4,UPI,Success,2026-08-11
TXN01476,CUST1443,PROD008,9376.42,Wallet,Success,2026-02-20
TXN01477,CUST0837,PROD058,2213.0,Net Banking,Success,2026-01-14
TXN01478,CUST0681,PROD011,19381.75,Debit Card,Success,2026-07-28
TXN01479,CUST1987,PROD068,19086.97,Debit Card,Success,2026-05-06
TXN01480,CUST1641,PROD052,3664.62,Credit Card,Success,2026-06-30
TXN01481,CUST0036,PROD073,8814.9,Wallet,Failed,2026-03-31
TXN01482,CUST1386,PROD046,9047.03,Net Banking,Failed,2026-06-30
TXN01483,CUST0520,PROD064,787.74,Wallet,Success,2026-01-31
TXN01484,CUST0684,PROD026,19995.22,Credit Card,Failed,2026-07-25
TXN01485,CUST0825,PROD021,16487.19,Debit Card,Success,2026-04-23
TXN01486,CUST1822,PROD051,8848.82,UPI,Success,2026-02-08
TXN01487,CUST1199,PROD009,10587.4,Credit Card,Success,2026-08-01
TXN01488,CUST0039,PROD005,1340.1,Net Banking,Success,2026-03-10
TXN01489,CUST0872,PROD013,6349.91,Wallet,Success,2026-03-26
TXN01490,CUST1547,PROD009,15943.05,Net Banking,Failed,2026-01-13
TXN01491,CUST0995,PROD086,9453.7,UPI,Success,2026-03-06
TXN01492,CUST1534,PROD084,5401.34,Wallet,Failed,2026-03-02
TXN01493,CUST0140,PROD092,11345.83,Debit Card,Failed,2026-06-29
TXN01494,CUST0007,PROD041,5135.95,UPI,Success,2026-07-01
TXN01495,CUST1607,PROD023,1037.48,Wallet,Failed,2026-06-06
TXN01496,CUST0078,PROD076,6093.05,Wallet,Success,2026-08-01
TXN01497,CUST1904,PROD051,15709.85,Net Banking,Success,2026-05-16
TXN01498,CUST1328,PROD009,4133.54,Net Banking,Success,2026-06-01
TXN01499,CUST1667,PROD054,7767.98,Debit Card,Success,2026-05-23
TXN01500,CUST0842,PROD049,19117.95,Credit Card,Success,2026-02-08
TXN01501,CUST0588,PROD007,9803.42,Debit Card,Success,2026-05-27
TXN01502,CUST0478,PROD023,15291.46,Credit Card,Success,2026-04-22
TXN01503,CUST1510,PROD089,19347.41,Wallet,Failed,2026-06-21
TXN01504,CUST0593,PROD075,11455.56,Wallet,Success,2026-01-30
TXN01505,CUST1653,PROD002,1526.51,Debit Card,Success,2026-07-30
TXN01506,CUST1810,PROD056,16992.81,Credit Card,Success,2026-06-19
TXN01507,CUST0439,PROD060,1209.42,Wallet,Success,2026-04-28
TXN01508,CUST0217,PROD012,8332.69,Credit Card,Success,2026-08-04
TXN01509,CUST1292,PROD085,12629.85,Wallet,Success,2026-01-25
TXN01510,CUST0482,PROD048,13750.05,Wallet,Failed,2026-07-12
TXN01511,CUST1051,PROD077,10188.24,Wallet,Success,2026-07-19
TXN01512,CUST1845,PROD019,17969.45,Net Banking,Success,2026-01-22
TXN01513,CUST1497,PROD069,10172.26,Debit Card,Failed,2026-05-31
TXN01514,CUST0063,PROD010,19416.06,Debit Card,Success,2026-04-13
TXN01515,CUST1096,PROD018,3382.18,Net Banking,Success,2026-01-31
TXN01516,CUST1069,PROD066,14801.42,Wallet,Success,2026-03-01
TXN01517,CUST1992,PROD065,7601.23,Wallet,Success,2026-01-03
TXN01518,CUST0127,PROD004,5338.11,Net Banking,Success,2026-01-12
TXN01519,CUST0656,PROD061,13398.36,Credit Card,Success,2026-08-01
TXN01520,CUST0779,PROD073,1885.54,Net Banking,Success,2026-06-02
TXN01521,CUST1566,PROD083,13426.08,Wallet,Success,2026-02-10
TXN01522,CUST1382,PROD076,5554.24,Wallet,Success,2026-02-12
TXN01523,CUST1147,PROD065,3178.65,Net Banking,Failed,2026-07-05
TXN01524,CUST1932,PROD086,18618.26,UPI,Success,2026-05-03
TXN01525,CUST0089,PROD076,7221.9,UPI,Success,2026-07-02
TXN01526,CUST1853,PROD012,15844.31,UPI,Success,2026-04-19
TXN01527,CUST0875,PROD006,9988.24,Credit Card,Success,2026-05-22
TXN01528,CUST0999,PROD037,13549.01,Wallet,Failed,2026-07-26
TXN01529,CUST0460,PROD043,14512.73,UPI,Success,2026-04-01
TXN01530,CUST1190,PROD085,13466.56,Credit Card,Success,2026-04-12
TXN01531,CUST1311,PROD006,17718.4,Debit Card,Failed,2026-04-18
TXN01532,CUST0771,PROD050,11026.61,Debit Card,Failed,2026-07-04
TXN01533,CUST0880,PROD004,5459.76,Debit Card,Success,2026-05-11
TXN01534,CUST0133,PROD057,429.98,Debit Card,Success,2026-05-24
TXN01535,CUST0791,PROD019,3364.18,Wallet,Success,2026-04-02
TXN01536,CUST1691,PROD081,8251.29,Wallet,Success,2026-05-19
TXN01537,CUST0001,PROD065,19359.69,Credit Card,Success,2026-07-22
TXN01538,CUST1095,PROD052,10747.53,Credit Card,Failed,2026-05-09
TXN01539,CUST0085,PROD056,2921.7,Net Banking,Success,2026-03-08
TXN01540,CUST0310,PROD097,10638.74,Wallet,Success,2026-06-04
TXN01541,CUST0871,PROD003,12540.13,UPI,Success,2026-01-17
TXN01542,CUST0152,PROD028,19974.47,Wallet,Success,2026-01-29
TXN01543,CUST0733,PROD085,15158.72,Credit Card,Success,2026-06-03
TXN01544,CUST1464,PROD053,2337.62,Net Banking,Success,2026-02-24
TXN01545,CUST1832,PROD001,6966.23,UPI,Success,2026-03-05
TXN01546,CUST0658,PROD072,10318.66,Debit Card,Success,2026-04-13
TXN01547,CUST1864,PROD022,7334.26,Debit Card,Success,2026-03-13
TXN01548,CUST0297,PROD034,2666.47,Net Banking,Success,2026-01-25
TXN01549,CUST1332,PROD005,17486.23,Debit Card,Success,2026-06-28
TXN01550,CUST0058,PROD073,8444.54,UPI,Success,2026-08-05
TXN01551,CUST1548,PROD095,9787.94,UPI,Failed,2026-07-11
TXN01552,CUST0260,PROD090,5322.1,Wallet,Failed,2026-05-18
TXN01553,CUST1292,PROD006,11024.75,UPI,Success,2026-07-06
TXN01554,CUST0946,PROD071,3080.11,UPI,Success,2026-03-11
TXN01555,CUST0555,PROD053,10436.04,Credit Card,Success,2026-01-27
TXN01556,CUST1275,PROD024,18398.51,Net Banking,Success,2026-06-10
TXN01557,CUST1119,PROD055,12406.07,Wallet,Success,2026-05-18
TXN01558,CUST1432,PROD075,8037.39,Wallet,Success,2026-06-08
TXN01559,CUST0639,PROD065,7747.02,UPI,Success,2026-03-21
TXN01560,CUST0697,PROD076,5372.13,UPI,Success,2026-03-22
TXN01561,CUST0255,PROD079,2868.4,Credit Card,Success,2026-06-03
TXN01562,CUST1731,PROD088,15664.71,Credit Card,Success,2026-04-03
TXN01563,CUST1821,PROD089,1080.87,UPI,Success,2026-01-30
TXN01564,CUST0161,PROD055,13718.77,Credit Card,Failed,2026-01-16
TXN01565,CUST1102,PROD097,15471.59,Net Banking,Success,2026-07-26
TXN01566,CUST0863,PROD041,5121.35,Credit Card,Success,2026-07-01
TXN01567,CUST1055,PROD075,5346.13,Wallet,Success,2026-04-06
TXN01568,CUST0777,PROD063,352.03,Wallet,Failed,2026-01-07
TXN01569,CUST0617,PROD018,6114.52,Debit Card,Success,2026-05-29
TXN01570,CUST0097,PROD038,18426.07,Debit Card,Failed,2026-04-07
TXN01571,CUST1257,PROD056,8740.53,UPI,Success,2026-04-16
TXN01572,CUST1617,PROD056,5390.19,Debit Card,Success,2026-01-04
TXN01573,CUST0868,PROD047,9902.58,Debit Card,Failed,2026-04-24
TXN01574,CUST1828,PROD004,11509.96,Debit Card,Success,2026-07-20
TXN01575,CUST1976,PROD029,4007.29,Wallet,Success,2026-05-10
TXN01576,CUST0871,PROD017,5001.83,Debit Card,Success,2026-07-20
TXN01577,CUST1637,PROD052,17542.54,Credit Card,Success,2026-07-20
TXN01578,CUST1578,PROD054,6862.85,UPI,Success,2026-03-16
TXN01579,CUST0813,PROD081,6813.24,Debit Card,Success,2026-06-05
TXN01580,CUST1896,PROD007,381.29,Net Banking,Success,2026-06-22
TXN01581,CUST1753,PROD024,2544.6,Debit Card,Success,2026-02-08
TXN01582,CUST1973,PROD098,16004.2,Net Banking,Success,2026-04-20
TXN01583,CUST0637,PROD052,2859.86,Wallet,Success,2026-03-22
TXN01584,CUST0800,PROD004,2252.39,Debit Card,Success,2026-02-15
TXN01585,CUST0190,PROD048,18232.23,Wallet,Success,2026-08-07
TXN01586,CUST1093,PROD067,12860.47,UPI,Failed,2026-01-16
TXN01587,CUST0031,PROD014,9596.79,Net Banking,Success,2026-05-13
TXN01588,CUST1457,PROD064,19834.41,Credit Card,Success,2026-02-02
TXN01589,CUST0355,PROD074,11991.38,Net Banking,Success,2026-04-02
TXN01590,CUST1907,PROD035,9033.08,Net Banking,Success,2026-07-03
TXN01591,CUST1747,PROD022,12844.16,UPI,Success,2026-04-19
TXN01592,CUST1496,PROD015,18406.53,Credit Card,Failed,2026-01-14
TXN01593,CUST0515,PROD030,14761.23,Net Banking,Success,2026-08-15
TXN01594,CUST0467,PROD056,7045.24,Net Banking,Failed,2026-05-31
TXN01595,CUST0099,PROD060,11171.33,Credit Card,Success,2026-07-29
TXN01596,CUST0543,PROD066,3661.6,UPI,Failed,2026-02-02
TXN01597,CUST1423,PROD097,4804.7,Debit Card,Success,2026-03-25
TXN01598,CUST1633,PROD097,19602.98,UPI,Success,2026-03-10
TXN01599,CUST1385,PROD055,5238.4,Debit Card,Success,2026-06-17
TXN01600,CUST1336,PROD060,6903.08,Credit Card,Success,2026-02-07
TXN01601,CUST0229,PROD018,18900.39,Net Banking,Success,2026-02-09
TXN01602,CUST1577,PROD069,12372.58,Net Banking,Failed,2026-07-08
TXN01603,CUST1503,PROD011,9124.85,Net Banking,Success,2026-08-19
TXN01604,CUST0498,PROD086,6010.7,Credit Card,Success,2026-06-14
TXN01605,CUST0348,PROD004,3994.24,Wallet,Failed,2026-08-02
TXN01606,CUST0778,PROD088,3560.38,Net Banking,Success,2026-01-19
TXN01607,CUST1463,PROD002,13170.08,UPI,Failed,2026-01-16
TXN01608,CUST1606,PROD050,19253.86,UPI,Success,2026-07-31
TXN01609,CUST0674,PROD092,12779.76,Net Banking,Failed,2026-01-09
TXN01610,CUST1624,PROD030,6634.99,Wallet,Success,2026-05-20
TXN01611,CUST0547,PROD080,17897.13,Credit Card,Success,2026-03-26
TXN01612,CUST0025,PROD005,17185.2,UPI,Failed,2026-08-09
TXN01613,CUST0142,PROD092,17477.22,Net Banking,Failed,2026-04-23
TXN01614,CUST0587,PROD066,18119.06,Net Banking,Success,2026-08-04
TXN01615,CUST0353,PROD036,5231.23,Debit Card,Success,2026-06-21
TXN01616,CUST0537,PROD055,1259.05,Credit Card,Failed,2026-05-17
TXN01617,CUST1801,PROD047,13830.99,Wallet,Failed,2026-05-02
TXN01618,CUST0446,PROD058,14150.62,UPI,Success,2026-05-22
TXN01619,CUST1315,PROD088,13088.04,Debit Card,Success,2026-07-24
TXN01620,CUST1319,PROD077,2641.99,Net Banking,Failed,2026-05-18
TXN01621,CUST1050,PROD085,5258.04,Net Banking,Failed,2026-05-18
TXN01622,CUST1164,PROD075,8626.58,Wallet,Failed,2026-05-31
TXN01623,CUST1591,PROD020,17719.02,Wallet,Success,2026-07-15
TXN01624,CUST0627,PROD041,9728.57,Credit Card,Success,2026-06-29
TXN01625,CUST0215,PROD036,16826.96,Credit Card,Success,2026-06-24
TXN01626,CUST0772,PROD030,921.3,Wallet,Failed,2026-01-23
TXN01627,CUST1532,PROD049,14267.36,Debit Card,Success,2026-02-14
TXN01628,CUST1853,PROD027,16666.5,Credit Card,Failed,2026-06-16
TXN01629,CUST0921,PROD021,10524.98,Wallet,Success,2026-03-02
TXN01630,CUST0310,PROD015,19709.54,Wallet,Success,2026-06-18
TXN01631,CUST0062,PROD051,18415.02,Wallet,Success,2026-02-10
TXN01632,CUST0354,PROD067,17365.29,Wallet,Failed,2026-01-13
TXN01633,CUST1893,PROD028,3522.11,UPI,Success,2026-02-01
TXN01634,CUST0031,PROD024,4754.38,UPI,Success,2026-08-16
TXN01635,CUST0130,PROD089,10536.03,Net Banking,Success,2026-04-29
TXN01636,CUST0235,PROD006,18218.81,Wallet,Failed,2026-05-11
TXN01637,CUST1884,PROD087,9720.76,UPI,Success,2026-04-09
TXN01638,CUST1122,PROD011,16393.03,Debit Card,Success,2026-02-18
TXN01639,CUST1632,PROD012,5917.52,Credit Card,Failed,2026-07-05
TXN01640,CUST0593,PROD041,13067.54,UPI,Failed,2026-06-14
TXN01641,CUST1046,PROD097,1137.82,Debit Card,Success,2026-05-04
TXN01642,CUST1604,PROD097,15375.4,Credit Card,Success,2026-05-21
TXN01643,CUST0645,PROD040,8291.63,Debit Card,Success,2026-05-31
TXN01644,CUST0072,PROD001,4131.4,UPI,Success,2026-07-17
TXN01645,CUST1711,PROD097,8204.7,UPI,Success,2026-02-16
TXN01646,CUST1674,PROD036,18880.48,Wallet,Success,2026-07-10
TXN01647,CUST0897,PROD010,6761.87,UPI,Success,2026-06-26
TXN01648,CUST0887,PROD086,7920.69,UPI,Success,2026-03-10
TXN01649,CUST0027,PROD083,7981.15,Debit Card,Success,2026-04-05
TXN01650,CUST1452,PROD012,14140.78,Credit Card,Success,2026-08-17
TXN01651,CUST0004,PROD058,10924.75,Net Banking,Failed,2026-01-26
TXN01652,CUST1676,PROD076,5523.52,Net Banking,Success,2026-06-08
TXN01653,CUST1071,PROD079,497.88,Wallet,Success,2026-07-17
TXN01654,CUST0881,PROD054,11055.05,Wallet,Success,2026-03-17
TXN01655,CUST0774,PROD069,14567.19,Wallet,Success,2026-05-25
TXN01656,CUST0327,PROD050,12217.28,UPI,Failed,2026-07-20
TXN01657,CUST0480,PROD070,8782.29,Wallet,Failed,2026-05-23
TXN01658,CUST0243,PROD061,10676.94,Net Banking,Failed,2026-06-24
TXN01659,CUST0149,PROD047,806.57,Wallet,Success,2026-07-25
TXN01660,CUST0370,PROD047,9179.98,Wallet,Success,2026-01-20
TXN01661,CUST1837,PROD049,662.8,Credit Card,Success,2026-06-02
TXN01662,CUST0046,PROD012,2827.48,Debit Card,Success,2026-08-14
TXN01663,CUST1740,PROD081,10535.14,Credit Card,Success,2026-05-24
TXN01664,CUST0031,PROD039,19560.0,UPI,Failed,2026-05-22
TXN01665,CUST0755,PROD018,18826.75,Net Banking,Success,2026-07-20
TXN01666,CUST0688,PROD066,6424.22,Net Banking,Success,2026-01-31
TXN01667,CUST0936,PROD038,14180.11,Credit Card,Success,2026-06-21
TXN01668,CUST0608,PROD050,12122.04,UPI,Success,2026-07-20
TXN01669,CUST1110,PROD087,15985.25,Wallet,Success,2026-06-15
TXN01670,CUST0575,PROD012,12249.32,Net Banking,Success,2026-06-01
TXN01671,CUST0893,PROD035,3705.12,Wallet,Success,2026-02-06
TXN01672,CUST0685,PROD066,11835.17,UPI,Success,2026-04-26
TXN01673,CUST1477,PROD094,7455.54,UPI,Failed,2026-02-03
TXN01674,CUST0710,PROD088,6014.24,UPI,Success,2026-05-05
TXN01675,CUST0892,PROD100,10214.79,Wallet,Success,2026-01-01
TXN01676,CUST0259,PROD047,10039.51,Wallet,Success,2026-01-01
TXN01677,CUST1922,PROD094,1185.66,Net Banking,Success,2026-06-11
TXN01678,CUST1896,PROD091,17989.83,Debit Card,Success,2026-04-15
TXN01679,CUST0941,PROD022,4383.19,Debit Card,Success,2026-02-04
TXN01680,CUST0364,PROD065,3426.51,Wallet,Success,2026-05-24
TXN01681,CUST1818,PROD093,17732.48,UPI,Success,2026-03-13
TXN01682,CUST0183,PROD063,10499.38,Wallet,Success,2026-07-29
TXN01683,CUST0330,PROD089,5383.99,Credit Card,Success,2026-04-26
TXN01684,CUST0280,PROD054,1635.26,Debit Card,Success,2026-05-19
TXN01685,CUST0987,PROD009,1366.57,Wallet,Success,2026-03-31
TXN01686,CUST0188,PROD015,11572.35,Wallet,Success,2026-01-01
TXN01687,CUST1729,PROD060,17740.99,UPI,Success,2026-01-28
TXN01688,CUST0381,PROD055,1801.24,UPI,Success,2026-08-14
TXN01689,CUST0466,PROD057,1254.15,Credit Card,Success,2026-05-26
TXN01690,CUST0090,PROD005,9355.03,Net Banking,Failed,2026-07-27
TXN01691,CUST0643,PROD088,491.18,Debit Card,Success,2026-05-04
TXN01692,CUST1797,PROD065,11565.25,Wallet,Success,2026-03-21
TXN01693,CUST1432,PROD038,4694.67,Credit Card,Failed,2026-06-15
TXN01694,CUST1069,PROD060,8381.45,Wallet,Success,2026-05-23
TXN01695,CUST1772,PROD053,7023.35,Debit Card,Success,2026-06-02
TXN01696,CUST1960,PROD061,15366.62,UPI,Failed,2026-04-16
TXN01697,CUST1625,PROD093,10390.47,Net Banking,Success,2026-02-06
TXN01698,CUST1649,PROD040,16256.55,Credit Card,Success,2026-01-22
TXN01699,CUST0073,PROD034,6779.34,Debit Card,Failed,2026-02-09
TXN01700,CUST1360,PROD079,8184.98,Credit Card,Success,2026-06-25
TXN01701,CUST0960,PROD038,4424.05,Debit Card,Success,2026-08-14
TXN01702,CUST0525,PROD068,15326.03,Credit Card,Success,2026-07-30
TXN01703,CUST1785,PROD020,8529.4,Net Banking,Success,2026-01-16
TXN01704,CUST1118,PROD056,970.57,Net Banking,Success,2026-04-20
TXN01705,CUST1205,PROD071,4536.78,Debit Card,Success,2026-07-03
TXN01706,CUST1907,PROD070,10166.92,Debit Card,Success,2026-05-21
TXN01707,CUST0652,PROD030,7775.98,Debit Card,Success,2026-07-24
TXN01708,CUST1874,PROD018,10895.8,Debit Card,Success,2026-03-26
TXN01709,CUST0913,PROD057,18554.84,UPI,Success,2026-06-30
TXN01710,CUST0738,PROD058,12473.52,UPI,Success,2026-04-01
TXN01711,CUST1968,PROD051,3357.22,Credit Card,Success,2026-05-25
TXN01712,CUST1217,PROD005,10908.67,Debit Card,Success,2026-03-27
TXN01713,CUST0088,PROD064,12653.09,UPI,Failed,2026-03-21
TXN01714,CUST0209,PROD030,2174.65,UPI,Success,2026-01-22
TXN01715,CUST1596,PROD065,18839.79,Wallet,Success,2026-01-25
TXN01716,CUST0292,PROD043,16147.74,Net Banking,Success,2026-06-30
TXN01717,CUST0111,PROD088,14113.4,UPI,Success,2026-02-13
TXN01718,CUST1469,PROD080,7544.79,Debit Card,Success,2026-03-01
TXN01719,CUST1431,PROD011,13715.24,UPI,Success,2026-01-01
TXN01720,CUST0374,PROD057,18042.11,Wallet,Success,2026-07-20
TXN01721,CUST1786,PROD008,409.4,Net Banking,Success,2026-08-09
TXN01722,CUST0162,PROD041,2397.68,Credit Card,Success,2026-02-24
TXN01723,CUST1980,PROD084,13790.43,Debit Card,Success,2026-05-31
TXN01724,CUST1298,PROD080,6927.73,Debit Card,Success,2026-04-23
TXN01725,CUST1958,PROD064,2177.88,Credit Card,Success,2026-04-24
TXN01726,CUST0950,PROD077,11104.74,Wallet,Success,2026-04-01
TXN01727,CUST1319,PROD004,18286.41,UPI,Success,2026-06-20
TXN01728,CUST0020,PROD051,5899.34,Wallet,Success,2026-06-23
TXN01729,CUST1987,PROD039,15502.65,Credit Card,Failed,2026-01-04
TXN01730,CUST0243,PROD001,5693.2,UPI,Success,2026-02-02
TXN01731,CUST0878,PROD006,10228.35,Debit Card,Success,2026-06-28
TXN01732,CUST0148,PROD070,6137.86,UPI,Success,2026-06-07
TXN01733,CUST1340,PROD044,17633.9,Credit Card,Failed,2026-06-07
TXN01734,CUST0736,PROD045,15247.31,Debit Card,Failed,2026-03-04
TXN01735,CUST0698,PROD019,1104.95,UPI,Success,2026-04-10
TXN01736,CUST0122,PROD053,19282.33,Wallet,Success,2026-05-26
TXN01737,CUST1320,PROD003,8076.11,Wallet,Success,2026-04-20
TXN01738,CUST0151,PROD070,7859.78,Net Banking,Success,2026-04-23
TXN01739,CUST0091,PROD100,13969.95,Net Banking,Failed,2026-03-03
TXN01740,CUST0547,PROD089,13668.32,Credit Card,Success,2026-07-03
TXN01741,CUST1168,PROD037,6273.78,Debit Card,Success,2026-06-28
TXN01742,CUST0043,PROD001,7974.08,Net Banking,Success,2026-04-28
TXN01743,CUST0685,PROD042,359.39,Debit Card,Success,2026-02-11
TXN01744,CUST0150,PROD064,4407.83,Debit Card,Success,2026-04-08
TXN01745,CUST0267,PROD051,3836.17,Net Banking,Failed,2026-01-28
TXN01746,CUST0522,PROD024,11725.84,Credit Card,Failed,2026-06-10
TXN01747,CUST1439,PROD100,3159.14,Credit Card,Success,2026-07-22
TXN01748,CUST0678,PROD013,1580.93,UPI,Failed,2026-07-08
TXN01749,CUST0082,PROD083,17921.6,UPI,Success,2026-04-18
TXN01750,CUST0501,PROD001,12816.69,Wallet,Success,2026-05-19
TXN01751,CUST1046,PROD033,5010.92,UPI,Success,2026-02-08
TXN01752,CUST0787,PROD051,8992.62,Credit Card,Failed,2026-07-23
TXN01753,CUST1900,PROD001,5775.48,Debit Card,Success,2026-06-23
TXN01754,CUST0685,PROD097,17553.85,Wallet,Failed,2026-05-25
TXN01755,CUST0924,PROD042,17172.76,Credit Card,Success,2026-08-09
TXN01756,CUST0351,PROD076,14791.54,Net Banking,Success,2026-07-17
TXN01757,CUST0344,PROD051,1119.24,Credit Card,Success,2026-08-04
TXN01758,CUST1375,PROD023,15987.32,Credit Card,Success,2026-08-15
TXN01759,CUST0758,PROD046,10509.08,Debit Card,Success,2026-01-20
TXN01760,CUST0949,PROD004,13959.08,UPI,Success,2026-02-02
TXN01761,CUST0235,PROD012,16062.83,Credit Card,Success,2026-08-04
TXN01762,CUST1462,PROD097,11104.47,Credit Card,Success,2026-02-16
TXN01763,CUST1435,PROD022,2159.7,Wallet,Success,2026-07-23
TXN01764,CUST0139,PROD046,18156.71,UPI,Failed,2026-05-15
TXN01765,CUST1174,PROD063,14511.23,Debit Card,Failed,2026-06-25
TXN01766,CUST0194,PROD056,2307.04,Wallet,Success,2026-01-29
TXN01767,CUST0434,PROD069,7554.28,Wallet,Success,2026-05-21
TXN01768,CUST1496,PROD076,17638.35,Net Banking,Success,2026-05-26
TXN01769,CUST0343,PROD091,13876.49,Wallet,Failed,2026-04-08
TXN01770,CUST0092,PROD091,1196.81,Debit Card,Success,2026-07-17
TXN01771,CUST0981,PROD069,15358.64,Wallet,Success,2026-06-29
TXN01772,CUST0138,PROD071,19585.97,Credit Card,Failed,2026-06-05
TXN01773,CUST1861,PROD075,9695.92,Wallet,Success,2026-02-14
TXN01774,CUST0680,PROD040,17351.41,UPI,Failed,2026-06-18
