customer_id,age,location,signup_date,total_orders,total_spend,last_purchase_days
CUST0475,31,Bangalore,2025-01-09,25,82158.73,102
CUST0476,22,Pune,2026-04-21,6,56613.84,146
CUST0477,42,Chennai,2026-03-04,13,75683.12,36
CUST0478,23,Chennai,2026-02-09,2,10219.74,60
CUST0479,22,Chennai,2026-03-06,20,77016.06,153
CUST0480,38,Delhi,2025-07-23,21,27696.04,116
CUST0481,32,Chennai,2025-09-09,18,94143.71,111
CUST0482,55,Kolkata,2025-04-06,3,77330.66,76
CUST0483,33,Mumbai,2026-02-13,3,27163.22,98
CUST0484,27,Kolkata,2025-12-31,11,36389.67,24
CUST0485,37,Noida,2025-01-03,12,76253.98,27
CUST0486,23,Bangalore,2025-03-09,14,45159.95,143
CUST0487,44,Mumbai,2025-09-20,1,9417.07,142
CUST0488,38,Kolkata,2025-02-17,1,29538.81,100
CUST0489,23,Hyderabad,2026-02-03,19,52349.9,176
CUST0490,28,Bangalore,2025-07-14,9,30462.56,127
CUST0491,22,Bangalore,2025-03-16,14,27958.21,77
CUST0492,22,Chennai,2025-09-05,9,94450.12,161
CUST0493,30,Noida,2025-09-11,4,13981.21,2
CUST0494,43,Chennai,2026-05-01,27,62209.12,85
CUST0495,39,Kolkata,2025-08-14,27,82441.76,167
CUST0496,26,Pune,2026-05-14,11,60519.52,178
CUST0497,48,Chennai,2025-04-13,6,96475.17,82
CUST0498,49,Hyderabad,2025-05-30,11,37917.5,101
CUST0499,25,Hyderabad,2025-07-06,19,99727.86,47
CUST0500,53,Delhi,2025-12-16,24,46431.41,54
CUST0501,36,Mumbai,2025-08-13,27,84854.9,105
CUST0502,49,Bangalore,2025-12-11,21,30631.85,65
CUST0503,27,Kolkata,2025-12-04,26,38010.59,115
CUST0504,48,Kolkata,2025-11-03,18,50907.96,178
CUST0505,52,Delhi,2025-08-03,26,96858.59,180
CUST0506,52,Mumbai,2026-04-04,4,77010.93,169
CUST0507,40,Bangalore,2025-12-07,21,61461.45,145
CUST0508,43,Chennai,2025-11-27,26,43330.33,3
CUST0509,34,Hyderabad,2025-02-20,17,74811.88,143
CUST0510,54,Hyderabad,2025-10-25,15,37724.9,119
CUST0511,55,Bangalore,2026-01-31,12,99771.42,124
CUST0512,36,Kolkata,2025-02-23,30,96191.92,30
CUST0513,27,Chennai,2026-03-02,10,34635.13,53
CUST0514,48,Chennai,2025-09-24,16,10213.49,179
CUST0515,38,Mumbai,2025-08-20,10,4945.96,30
CUST0516,39,Mumbai,2025-01-12,22,80104.99,63
CUST0517,29,Bangalore,2025-09-22,11,56204.97,119
CUST0518,43,Bangalore,2025-04-29,6,64227.65,111
CUST0519,19,Hyderabad,2025-07-22,15,59424.21,100
CUST0520,31,Hyderabad,2025-01-03,9,75356.39,17
CUST0521,24,Bangalore,2025-10-23,12,32935.5,118
CUST0522,34,Noida,2025-02-28,17,96608.68,81
CUST0523,42,Kolkata,2025-11-02,19,11866.09,91
CUST0524,47,Bangalore,2026-03-09,27,67522.09,77
CUST0525,55,Mumbai,2026-04-16,22,13827.8,31
CUST0526,37,Mumbai,2025-05-03,6,37643.95,37
CUST0527,42,Kolkata,2025-09-19,20,14217.8,99
CUST0528,29,Noida,2025-08-05,21,53969.24,166
CUST0529,29,Bangalore,2026-04-22,16,29239.06,48
CUST0530,46,Delhi,2025-06-11,28,36224.4,3
CUST0531,26,Hyderabad,2025-09-06,27,38702.45,144
CUST0532,49,Kolkata,2025-09-16,22,49426.73,114
CUST0533,28,Mumbai,2025-09-08,19,3570.64,57
CUST0534,20,Pune,2025-05-30,8,53992.06,44
CUST0535,47,Noida,2026-02-04,18,51325.2,147
CUST0536,35,Chennai,2025-02-28,18,82349.79,11
CUST0537,46,Hyderabad,2026-01-25,14,10690.44,168
CUST0538,33,Pune,2026-01-20,28,99931.61,116
CUST0539,40,Mumbai,2025-05-15,15,86596.4,31
CUST0540,33,Hyderabad,2026-02-02,26,73892.49,177
CUST0541,45,Bangalore,2025-06-29,20,14353.88,53
CUST0542,31,Delhi,2026-02-21,19,35406.14,72
CUST0543,52,Bangalore,2025-11-02,11,97910.52,75
CUST0544,54,Pune,2025-05-29,28,51684.29,174
CUST0545,24,Bangalore,2026-02-22,25,78676.26,16
CUST0546,26,Bangalore,2025-05-22,8,15051.22,83
CUST0547,33,Kolkata,2026-03-01,16,14646.08,162
CUST0548,44,Kolkata,2025-05-18,15,8013.87,24
CUST0549,50,Pune,2025-07-26,23,93665.44,95
CUST0550,49,Chennai,2025-08-21,19,746.07,24
CUST0551,47,Chennai,2026-01-10,28,6801.4,137
CUST0552,31,Kolkata,2025-07-23,27,21579.22,69
CUST0553,36,Chennai,2025-06-15,18,58004.4,145
CUST0554,49,Chennai,2026-03-13,29,68413.92,13
CUST0555,24,Noida,2025-01-24,1,12861.6,41
CUST0556,47,Delhi,2025-08-14,14,20630.66,177
CUST0557,26,Pune,2026-04-11,6,87505.13,71
CUST0558,41,Pune,2025-02-17,3,37498.45,167
CUST0559,21,Kolkata,2025-03-26,21,30898.17,180
CUST0560,32,Kolkata,2026-01-22,21,9574.32,25
CUST0561,31,Noida,2025-01-01,3,13703.63,58
CUST0562,46,Delhi,2025-09-23,1,69711.91,31
CUST0563,45,Bangalore,2026-03-17,16,7547.42,99
CUST0564,24,Mumbai,2025-02-15,11,37072.39,77
CUST0565,42,Bangalore,2025-03-12,21,99297.55,37
CUST0566,51,Delhi,2025-02-05,20,65177.01,113
CUST0567,31,Bangalore,2025-06-29,30,41465.13,176
CUST0568,31,Mumbai,2025-08-15,29,10496.28,32
CUST0569,42,Chennai,2025-10-29,14,31793.11,36
CUST0570,35,Mumbai,2025-05-07,8,55562.96,154
CUST0571,36,Delhi,2026-01-05,28,84783.47,78
CUST0572,51,Hyderabad,2025-04-16,24,39479.23,166
CUST0573,33,Noida,2025-01-28,13,11717.99,128
CUST0574,22,Delhi,2025-11-23,12,93425.48,34
CUST0575,54,Kolkata,2025-07-18,12,54862.44,45
CUST0576,48,Mumbai,2026-01-26,1,58942.67,4
CUST0577,31,Delhi,2025-05-15,30,6516.65,102
CUST0578,36,Kolkata,2025-09-17,14,70330.16,22
CUST0579,52,Bangalore,2025-11-24,9,8817.91,21
CUST0580,31,Bangalore,2025-09-19,18,33011.65,151
CUST0581,22,Pune,2025-11-21,23,44029.86,62
CUST0582,33,Mumbai,2025-01-30,30,43731.12,117
CUST0583,21,Pune,2025-11-10,22,74298.5,45
CUST0584,18,Bangalore,2025-03-03,23,1629.39,128
CUST0585,40,Pune,2026-05-03,6,37501.01,69
CUST0586,25,Delhi,2026-01-11,11,80807.23,70
CUST0587,22,Pune,2025-09-26,23,97517.53,161
CUST0588,49,Noida,2025-02-09,17,36332.33,128
CUST0589,54,Bangalore,2026-03-16,12,16152.34,27
CUST0590,54,Mumbai,2026-04-03,8,74207.61,1
CUST0591,18,Hyderabad,2025-01-23,2,47440.58,99
CUST0592,27,Bangalore,2026-04-17,30,96054.04,10
CUST0593,44,Hyderabad,2025-10-11,11,25202.19,82
CUST0594,22,Chennai,2025-05-19,4,50453.07,14
CUST0595,32,Delhi,2025-04-02,13,7358.18,120
CUST0596,36,Pune,2026-03-20,11,9095.36,117
CUST0597,41,Hyderabad,2025-01-05,10,56598.77,78
CUST0598,33,Noida,2026-01-14,12,59373.25,127
CUST0599,30,Hyderabad,2026-01-31,5,1134.6,105
CUST0600,32,Chennai,2025-01-13,21,84037.61,3
CUST0601,39,Delhi,2026-05-02,25,65901.73,79
CUST0602,31,Hyderabad,2025-02-23,14,49456.87,16
CUST0603,27,Pune,2026-05-13,3,4868.08,60
CUST0604,51,Kolkata,2026-04-05,23,89610.01,118
CUST0605,23,Mumbai,2026-05-14,17,13784.63,101
CUST0606,55,Delhi,2025-02-08,14,66413.17,34
CUST0607,36,Pune,2025-05-02,28,31843.39,101
CUST0608,38,Chennai,2025-12-25,15,27559.61,20
CUST0609,30,Bangalore,2026-04-29,25,77129.59,28
CUST0610,24,Bangalore,2025-03-21,15,46872.48,105
CUST0611,52,Chennai,2025-03-03,25,21159.8,79
CUST0612,34,Mumbai,2025-08-26,3,16182.73,176
CUST0613,20,Hyderabad,2025-06-05,27,85729.04,38
CUST0614,33,Chennai,2025-02-16,13,51589.24,174
CUST0615,34,Bangalore,2025-06-03,1,95233.61,116
CUST0616,53,Hyderabad,2025-10-12,4,46473.3,36
CUST0617,18,Delhi,2025-03-04,27,78205.52,57
CUST0618,30,Kolkata,2025-03-08,12,68785.38,166
CUST0619,55,Pune,2025-02-13,30,81368.34,6
CUST0620,30,Noida,2025-02-03,26,13314.76,85
CUST0621,20,Noida,2025-03-04,2,17214.93,147
CUST0622,43,Noida,2025-08-10,1,38581.58,110
CUST0623,40,Hyderabad,2025-03-30,30,19121.54,72
CUST0624,27,Delhi,2025-08-17,20,62108.07,63
CUST0625,36,Noida,2025-11-28,14,88336.47,123
CUST0626,23,Pune,2025-02-01,13,14154.98,52
CUST0627,51,Hyderabad,2025-11-26,21,99411.68,140
CUST0628,19,Kolkata,2026-02-11,26,71480.38,123
CUST0629,49,Chennai,2025-10-06,30,56782.29,83
CUST0630,35,Bangalore,2025-07-18,1,32228.32,57
CUST0631,35,Delhi,2025-01-16,26,99157.37,136
CUST0632,55,Hyderabad,2025-07-03,6,10463.37,169
CUST0633,35,Delhi,2025-05-04,25,99641.01,57
CUST0634,42,Chennai,2025-10-22,30,84002.61,45
CUST0635,33,Chennai,2025-04-01,26,73941.46,92
CUST0636,55,Delhi,2026-04-13,23,70205.8,146
CUST0637,27,Hyderabad,2025-10-16,27,98806.62,127
CUST0638,37,Bangalore,2025-10-05,16,4277.39,15
CUST0639,32,Delhi,2025-04-30,17,48059.9,85
CUST0640,30,Bangalore,2026-04-15,11,71835.29,83
CUST0641,19,Bangalore,2025-01-31,19,70617.29,37
CUST0642,25,Chennai,2026-02-01,3,37672.28,170
CUST0643,55,Mumbai,2025-07-22,11,30525.63,35
CUST0644,28,Kolkata,2026-05-15,26,64106.97,125
CUST0645,38,Bangalore,2025-11-29,23,96889.92,178
CUST0646,40,Hyderabad,2026-04-01,22,59100.54,45
CUST0647,37,Pune,2025-07-13,5,18181.97,1
CUST0648,54,Kolkata,2026-05-01,28,99431.17,146
CUST0649,29,Chennai,2025-01-17,30,80976.29,157
CUST0650,54,Mumbai,2025-04-24,30,49870.41,85
CUST0651,22,Hyderabad,2026-01-17,12,98246.78,43
CUST0652,23,Chennai,2025-11-22,15,1633.86,54
CUST0653,22,Chennai,2025-05-08,9,78808.49,1
CUST0654,42,Noida,2025-01-25,24,42255.5,43
CUST0655,44,Noida,2026-03-29,29,38181.9,140
CUST0656,24,Noida,2025-07-12,26,86473.05,167
CUST0657,32,Bangalore,2026-01-24,15,7834.08,9
CUST0658,19,Chennai,2025-05-31,9,95190.38,19
CUST0659,28,Kolkata,2025-06-25,6,73332.52,141
CUST0660,23,Chennai,2026-04-28,20,98534.97,124
CUST0661,19,Kolkata,2025-12-27,21,16917.22,112
CUST0662,21,Mumbai,2025-03-22,11,20952.27,49
CUST0663,53,Pune,2025-07-29,22,28511.55,61
CUST0664,21,Kolkata,2025-02-19,19,55191.43,126
CUST0665,21,Chennai,2025-03-20,1,43046.79,76
CUST0666,48,Hyderabad,2026-02-26,4,3060.7,44
CUST0667,36,Mumbai,2025-11-23,16,84455.02,79
CUST0668,43,Noida,2026-02-06,16,89540.31,68
CUST0669,52,Kolkata,2025-02-16,6,37416.54,98
CUST0670,29,Noida,2025-07-09,2,26697.95,120
CUST0671,32,Pune,2025-05-15,19,6633.12,179
CUST0672,24,Mumbai,2025-12-08,22,34707.24,139
CUST0673,55,Hyderabad,2025-07-31,18,6567.88,100
CUST0674,51,Kolkata,2026-02-24,18,68863.26,122
CUST0675,33,Noida,2025-10-21,10,8356.03,9
CUST0676,54,Bangalore,2025-09-15,4,94950.85,115
CUST0677,28,Hyderabad,2025-03-30,26,19676.25,11
CUST0678,23,Kolkata,2025-08-05,7,99728.29,161
CUST0679,34,Chennai,2025-03-17,30,72846.75,18
CUST0680,42,Kolkata,2025-02-14,18,32949.62,71
CUST0681,47,Delhi,2025-09-24,26,70191.01,151
CUST0682,44,Mumbai,2025-09-25,14,15389.41,146
CUST0683,55,Mumbai,2025-10-29,30,11010.66,26
CUST0684,36,Chennai,2026-02-07,29,41383.56,99
CUST0685,49,Noida,2025-12-02,2,17633.87,104
CUST0686,43,Delhi,2025-03-15,13,89012.63,85
CUST0687,33,Delhi,2025-12-20,24,47784.21,69
CUST0688,41,Delhi,2026-04-05,11,81829.9,78
CUST0689,35,Noida,2025-06-09,28,69770.19,26
CUST0690,32,Bangalore,2026-05-13,10,97434.83,114
CUST0691,38,Pune,2026-02-01,24,41968.89,166
CUST0692,30,Noida,2025-02-15,7,91386.56,105
CUST0693,49,Chennai,2026-01-15,27,6092.48,41
CUST0694,37,Kolkata,2025-02-03,5,78161.38,135
CUST0695,54,Delhi,2026-03-27,6,19679.96,52
CUST0696,21,Hyderabad,2026-03-05,2,45916.64,93
CUST0697,30,Pune,2025-12-27,12,82438.88,130
CUST0698,25,Delhi,2025-07-23,8,37560.44,153
CUST0699,29,Noida,2025-08-17,19,55357.71,89
CUST0700,34,Mumbai,2025-03-25,10,3231.32,13
CUST0701,54,Hyderabad,2025-03-25,28,22524.43,58
CUST0702,31,Pune,2025-12-13,21,41245.97,6
CUST0703,18,Noida,2026-03-19,30,13665.25,45
CUST0704,18,Hyderabad,2025-11-04,9,61030.22,79
CUST0705,35,Kolkata,2025-12-31,29,37959.31,90
CUST0706,34,Hyderabad,2025-08-24,15,30563.44,134
CUST0707,43,Mumbai,2026-02-27,1,51395.61,170
CUST0708,41,Pune,2026-05-10,10,68599.11,124
CUST0709,39,Pune,2025-02-02,21,32851.14,71
CUST0710,37,Hyderabad,2025-05-14,5,51970.71,62
CUST0711,21,Kolkata,2026-04-06,22,32298.78,36
CUST0712,19,Noida,2026-01-05,10,26312.91,108
CUST0713,42,Delhi,2025-07-27,19,70952.86,147
CUST0714,30,Chennai,2026-02-22,24,71480.24,176
CUST0715,48,Chennai,2025-10-01,17,30369.39,44
CUST0716,53,Bangalore,2026-03-07,10,10211.5,33
CUST0717,34,Bangalore,2026-01-15,22,90009.32,168
CUST0718,32,Chennai,2025-02-15,8,74548.89,79
CUST0719,39,Chennai,2025-08-04,9,58764.28,119
CUST0720,25,Noida,2026-03-12,2,86706.14,150
CUST0721,22,Noida,2025-10-25,29,19857.11,31
CUST0722,42,Pune,2026-03-21,14,5879.17,39
CUST0723,30,Chennai,2025-03-12,14,98725.56,118
CUST0724,38,Bangalore,2025-03-15,25,8540.74,86
CUST0725,29,Chennai,2025-11-20,21,6272.35,116
CUST0726,31,Bangalore,2025-05-21,19,76566.13,126
CUST0727,23,Bangalore,2026-02-07,20,43654.29,110
CUST0728,45,Noida,2025-07-26,13,964.58,137
CUST0729,41,Delhi,2025-04-13,29,32560.21,136
CUST0730,19,Delhi,2025-04-08,21,73493.52,58
CUST0731,40,Pune,2025-12-22,5,10719.47,129
CUST0732,37,Bangalore,2025-10-29,3,82472.46,77
CUST0733,36,Noida,2026-05-01,24,52268.7,135
CUST0734,45,Bangalore,2025-06-22,11,99615.82,126
CUST0735,30,Bangalore,2025-07-03,30,91861.44,104
CUST0736,32,Hyderabad,2025-01-10,24,98495.51,55
CUST0737,19,Bangalore,2026-01-11,4,36975.85,167
CUST0738,20,Kolkata,2026-02-10,29,64211.95,137
CUST0739,21,Delhi,2025-11-16,22,11257.29,6
CUST0740,25,Kolkata,2025-01-25,15,38335.25,141
CUST0741,48,Bangalore,2025-05-10,7,69671.61,162
CUST0742,37,Kolkata,2025-01-05,22,10547.49,134
CUST0743,26,Kolkata,2025-05-19,27,89912.88,131
CUST0744,25,Pune,2026-01-04,4,78583.63,128
CUST0745,30,Pune,2025-04-12,27,52553.04,52
CUST0746,44,Pune,2025-07-03,6,4420.87,128
CUST0747,31,Noida,2026-04-12,11,23833.27,4
CUST0748,23,Mumbai,2025-12-10,27,57628.2,127
CUST0749,23,Mumbai,2025-03-18,24,72495.84,66
CUST0750,32,Noida,2025-11-26,10,26780.44,13
CUST0751,29,Delhi,2025-02-21,28,29411.43,174
CUST0752,45,Mumbai,2025-06-10,4,85198.97,12
CUST0753,26,Bangalore,2025-01-05,11,36073.98,113
CUST0754,35,Mumbai,2026-05-05,12,81588.95,47
CUST0755,43,Kolkata,2025-02-28,15,27547.39,99
CUST0756,48,Kolkata,2025-12-20,21,88669.33,43
CUST0757,26,Delhi,2025-02-27,28,16359.84,107
CUST0758,55,Noida,2026-04-12,26,57109.87,113
CUST0759,42,Chennai,2025-04-03,20,3367.21,176
CUST0760,26,Noida,2026-03-27,30,49068.22,106
CUST0761,20,Mumbai,2025-08-14,9,65669.87,4
CUST0762,51,Hyderabad,2025-12-27,22,87377.78,133
CUST0763,24,Kolkata,2025-09-25,22,72801.87,124
CUST0764,42,Bangalore,2025-06-27,27,82730.56,157
CUST0765,18,Bangalore,2025-01-28,17,84960.13,127
CUST0766,28,Mumbai,2026-03-22,25,49418.97,62
CUST0767,35,Delhi,2025-06-19,17,22659.3,165
CUST0768,43,Hyderabad,2025-07-13,3,46179.91,147
CUST0769,23,Noida,2025-08-18,15,31948.12,128
CUST0770,19,Mumbai,2026-01-17,13,41527.69,143
CUST0771,18,Mumbai,2025-10-09,26,60618.23,159
CUST0772,37,Hyderabad,2025-11-23,21,67311.7,88
CUST0773,21,Hyderabad,2025-07-06,28,45718.77,144
CUST0774,48,Chennai,2026-01-28,23,45526.98,25
CUST0775,32,Delhi,2026-01-24,11,35836.33,163
CUST0776,36,Chennai,2026-05-09,23,11079.06,43
CUST0777,26,Kolkata,2025-09-10,4,25801.79,51
CUST0778,25,Kolkata,2025-04-07,7,45976.08,49
CUST0779,39,Mumbai,2026-01-02,25,41739.8,163
CUST0780,55,Mumbai,2026-03-05,25,89229.56,118
CUST0781,55,Bangalore,2025-12-04,16,931.59,13
CUST0782,45,Noida,2025-10-11,30,51079.12,46
CUST0783,55,Bangalore,2025-12-21,24,81616.79,27
CUST0784,38,Kolkata,2025-07-18,14,97960.33,178
CUST0785,33,Pune,2026-01-26,13,96377.56,76
CUST0786,26,Bangalore,2025-08-20,14,60451.18,132
CUST0787,53,Chennai,2025-06-03,23,73813.46,142
CUST0788,31,Hyderabad,2025-11-20,7,62604.68,75
CUST0789,40,Bangalore,2025-12-18,23,65183.6,46
CUST0790,52,Chennai,2025-09-15,23,11982.82,91
CUST0791,48,Kolkata,2025-10-15,22,74912.94,137
CUST0792,45,Delhi,2025-05-27,17,11093.81,98
CUST0793,21,Delhi,2025-03-16,7,27064.34,42
CUST0794,34,Bangalore,2025-05-27,27,6672.27,76
CUST0795,52,Delhi,2025-04-15,12,81495.61,27
CUST0796,53,Hyderabad,2025-11-12,24,64888.38,100
CUST0797,50,Pune,2025-05-02,23,66617.11,98
CUST0798,44,Chennai,2025-07-18,18,5853.32,65
CUST0799,46,Hyderabad,2025-04-14,30,63561.96,166
CUST0800,55,Hyderabad,2025-07-08,25,72628.99,50
CUST0801,46,Bangalore,2025-05-31,22,7909.66,45
CUST0802,50,Mumbai,2026-01-12,13,4543.11,72
CUST0803,34,Bangalore,2025-10-12,6,58606.61,66
CUST0804,39,Noida,2025-01-03,23,93780.7,11
CUST0805,38,Delhi,2025-03-20,25,93272.0,158
CUST0806,37,Noida,2026-03-08,26,57481.36,92
CUST0807,38,Hyderabad,2025-02-07,6,52300.33,130
CUST0808,44,Kolkata,2025-03-23,3,35265.59,55
CUST0809,39,Chennai,2025-12-06,12,29710.65,159
CUST0810,48,Delhi,2025-09-29,4,67059.38,115
CUST0811,33,Delhi,2025-05-04,22,88623.19,98
CUST0812,25,Kolkata,2026-04-14,9,54253.61,73
CUST0813,51,Chennai,2025-01-13,17,80380.27,115
CUST0814,20,Pune,2025-09-07,29,65327.06,83
CUST0815,23,Mumbai,2025-09-21,6,97177.06,138
CUST0816,18,Mumbai,2025-10-01,7,67198.35,55
CUST0817,45,Mumbai,2026-03-19,7,54006.54,180
CUST0818,45,Mumbai,2026-03-26,24,68761.33,7
CUST0819,39,Delhi,2025-08-24,3,7788.18,46
CUST0820,34,Mumbai,2026-02-11,19,82251.12,67
CUST0821,42,Noida,2025-07-28,21,40742.58,81
CUST0822,42,Mumbai,2025-01-09,18,1086.94,159
CUST0823,55,Delhi,2025-02-02,23,84901.0,92
CUST0824,50,Mumbai,2026-04-21,10,78795.74,78
CUST0825,23,Pune,2025-11-07,25,92705.74,98
CUST0826,19,Noida,2025-07-22,6,53580.04,35
CUST0827,43,Pune,2026-01-18,21,14835.52,174
CUST0828,41,Delhi,2026-03-31,18,87539.31,37
CUST0829,20,Delhi,2025-03-05,19,59867.16,138
CUST0830,23,Pune,2025-10-08,7,74955.51,89
CUST0831,44,Bangalore,2025-04-19,6,18807.28,158
CUST0832,34,Hyderabad,2026-03-04,4,18545.12,146
CUST0833,21,Noida,2026-03-13,21,55191.63,75
CUST0834,22,Pune,2025-12-10,4,20143.05,149
CUST0835,39,Chennai,2025-09-07,5,67293.91,61
CUST0836,36,Mumbai,2025-02-21,29,19753.11,125
CUST0837,39,Pune,2025-08-19,23,58624.91,145
CUST0838,41,Chennai,2025-10-18,14,17279.63,81
CUST0839,32,Kolkata,2025-05-07,9,84090.95,35
CUST0840,39,Noida,2025-12-14,15,44813.12,79
CUST0841,53,Mumbai,2025-09-07,6,64732.38,21
CUST0842,35,Bangalore,2026-03-07,29,54092.49,68
CUST0843,22,Mumbai,2026-01-11,29,2353.71,130
CUST0844,19,Kolkata,2025-11-20,25,59208.61,10
CUST0845,34,Noida,2025-10-10,21,77632.13,94
CUST0846,32,Pune,2025-07-20,5,46737.76,131
CUST0847,43,Chennai,2025-02-16,17,1553.87,62
CUST0848,28,Bangalore,2026-03-11,15,16342.63,145
CUST0849,54,Bangalore,2026-05-01,24,73334.45,92
CUST0850,32,Noida,2025-01-21,8,6754.69,95
CUST0851,20,Hyderabad,2025-04-30,17,90818.75,93
CUST0852,48,Noida,2025-07-18,29,5120.53,167
CUST0853,24,Pune,2025-06-15,27,74320.02,149
CUST0854,54,Bangalore,2025-10-06,13,65540.69,94
CUST0855,22,Pune,2025-10-28,13,97281.07,58
CUST0856,43,Chennai,2025-09-22,27,86838.08,125
CUST0857,48,Delhi,2026-02-10,17,88262.41,113
CUST0858,32,Mumbai,2025-03-26,17,64525.96,55
CUST0859,29,Bangalore,2025-03-18,12,60401.02,31
CUST0860,32,Kolkata,2025-12-05,26,33357.36,30
CUST0861,48,Noida,2025-09-04,7,59283.69,166
CUST0862,44,Delhi,2026-03-03,8,4792.86,147
CUST0863,28,Bangalore,2025-10-31,21,51507.96,147
CUST0864,21,Bangalore,2025-03-17,9,92283.46,133
CUST0865,43,Delhi,2026-05-06,29,72094.96,170
CUST0866,36,Mumbai,2026-02-25,7,45195.73,121
CUST0867,48,Bangalore,2026-03-21,8,83121.18,154
CUST0868,55,Bangalore,2025-03-15,20,66135.05,68
CUST0869,39,Noida,2025-03-27,20,59264.3,59
CUST0870,42,Bangalore,2025-07-13,4,2147.98,134
CUST0871,50,Kolkata,2026-03-17,27,15381.34,25
CUST0872,48,Delhi,2025-04-01,29,78494.89,129
CUST0873,25,Mumbai,2026-01-21,16,66109.56,155
CUST0874,18,Kolkata,2025-10-04,17,42358.06,12
CUST0875,51,Kolkata,2025-12-24,8,93872.95,124
CUST0876,42,Chennai,2026-02-09,19,80559.79,179
CUST0877,24,Kolkata,2025-10-22,5,25824.54,60
CUST0878,23,Pune,2026-04-11,20,87738.25,105
CUST0879,30,Delhi,2025-05-12,23,74492.75,2
CUST0880,51,Mumbai,2025-10-23,17,1215.81,168
CUST0881,38,Kolkata,2025-04-16,12,11105.03,110
CUST0882,55,Pune,2025-11-30,9,85570.2,109
CUST0883,41,Pune,2025-10-17,22,40046.69,53
CUST0884,53,Noida,2025-07-31,6,37336.19,143
CUST0885,34,Pune,2025-09-05,19,34763.45,102
CUST0886,26,Mumbai,2026-01-12,24,23362.24,180
CUST0887,28,Mumbai,2026-05-02,7,51080.18,87
CUST0888,53,Delhi,2026-02-15,6,39215.82,163
CUST0889,23,Bangalore,2025-01-03,16,92623.25,112
CUST0890,22,Pune,2025-02-15,8,37398.1,156
CUST0891,42,Kolkata,2025-01-20,20,65789.44,74
CUST0892,21,Bangalore,2025-12-31,21,49689.65,3
CUST0893,51,Pune,2025-04-14,7,3844.13,154
CUST0894,51,Hyderabad,2025-09-19,20,17363.55,10
CUST0895,33,Delhi,2025-07-04,6,9140.86,71
CUST0896,43,Chennai,2026-02-04,22,39816.74,151
CUST0897,51,Delhi,2025-04-13,24,70510.38,24
CUST0898,36,Chennai,2025-10-09,12,96347.12,71
CUST0899,30,Noida,2025-04-26,30,40693.67,2
CUST0900,29,Kolkata,2025-05-14,17,11093.26,19
CUST0901,36,Chennai,2025-09-15,4,80392.75,66
CUST0902,52,Pune,2026-03-25,23,44555.48,97
CUST0903,48,Hyderabad,2025-10-16,25,34296.25,118
CUST0904,47,Delhi,2025-12-15,16,12068.7,18
CUST0905,32,Hyderabad,2025-07-15,26,31915.2,91
CUST0906,52,Delhi,2025-09-22,23,83301.62,64
CUST0907,23,Kolkata,2025-05-28,22,75004.42,88
CUST0908,53,Bangalore,2025-02-08,16,31730.34,56
CUST0909,54,Pune,2026-04-03,6,94738.25,175
CUST0910,30,Noida,2026-04-22,24,20366.82,62
CUST0911,34,Hyderabad,2026-03-23,8,20675.27,64
CUST0912,40,Bangalore,2026-03-05,25,11115.58,21
CUST0913,49,Delhi,2025-12-13,25,85780.39,11
CUST0914,48,Chennai,2026-03-11,20,31883.98,148
CUST0915,35,Noida,2026-03-21,6,98447.27,131
CUST0916,43,Hyderabad,2025-05-24,25,57878.19,14
CUST0917,45,Noida,2025-09-27,18,3739.98,89
CUST0918,29,Noida,2025-07-21,4,69975.33,118
CUST0919,18,Delhi,2025-06-11,22,21469.86,149
CUST0920,38,Chennai,2025-02-21,20,86253.28,48
CUST0921,34,Hyderabad,2025-10-08,9,47398.86,157
CUST0922,41,Bangalore,2025-06-25,16,42682.32,108
CUST0923,41,Chennai,2025-12-25,28,40358.96,116
CUST0924,54,Bangalore,2025-04-03,19,68758.19,26
CUST0925,35,Hyderabad,2026-01-05,18,43505.77,98
CUST0926,27,Bangalore,2025-04-11,16,80664.0,46
CUST0927,49,Bangalore,2025-08-04,29,85014.3,133
CUST0928,38,Noida,2025-10-01,10,25471.92,146
CUST0929,43,Mumbai,2025-01-25,23,16752.52,56
CUST0930,34,Noida,2026-02-21,27,63171.29,116
CUST0931,39,Pune,2026-01-17,12,36350.5,143
CUST0932,34,Chennai,2026-04-23,1,41470.21,90
CUST0933,30,Bangalore,2026-03-21,25,28818.57,84
CUST0934,50,Noida,2025-12-11,25,73784.35,21
CUST0935,36,Noida,2025-07-15,21,95681.15,43
CUST0936,39,Kolkata,2025-11-24,21,61424.86,104
CUST0937,22,Mumbai,2026-03-11,6,34690.74,81
CUST0938,36,Pune,2025-06-12,20,64642.11,70
CUST0939,46,Chennai,2026-03-31,24,58898.52,116
CUST0940,28,Bangalore,2025-07-31,28,2798.56,61
CUST0941,34,Mumbai,2025-12-05,7,17107.59,27
CUST0942,22,Noida,2025-02-18,18,5855.63,102
CUST0943,23,Mumbai,2025-09-26,9,62001.17,22
CUST0944,42,Pune,2025-12-02,8,25115.95,73
CUST0945,26,Bangalore,2025-08-15,17,83932.52,8
CUST0946,40,Chennai,2025-01-18,28,47877.4,139
CUST0947,35,Noida,2026-04-24,5,96969.46,179
CUST0948,29,Noida,2025-10-04,21,75016.7,145
CUST0949,51,Pune,2025-08-11,30,35043.25,139
